,question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
1125,Predict the future trends of Bohr's model over the next decade.,Chemistry,Bohr's model,86.46,0.85,2404.0,2043.0,19.0,Apply,Moderate
1126,Describe a real-world application of Conjunctions in industry or daily life.,English,Conjunctions,15.32,0.11,168.0,18.0,16.0,Create,Easy
1127,Analyze the relationship between Geometry and the wider Maths field.,Maths,Geometry,24.9,0.25,819.0,204.0,7.0,Analyze,Hard
1128,Predict the future trends of Object-Oriented Programming over the next decade.,Computer Science,Object-Oriented Programming,60.95,0.57,651.0,371.0,4.0,Apply,Hard
1129,How does Pronouns affect the global economy or environment?,English,Pronouns,42.95,0.39,1241.0,483.0,19.0,Analyze,Hard
1130,Propose a solution to a common challenge in Monetary Policy.,Economics,Monetary Policy,40.54,0.43,606.0,260.0,14.0,Create,Moderate
1131,Examine the cross-disciplinary applications of Gig Economy in other fields.,Economics,Gig Economy,45.41,0.46,2545.0,1170.0,17.0,Apply,Easy
1132,How has the understanding of Organic Reactions evolved since the 20th century? - Perspective 266,Chemistry,Organic Reactions,92.83,0.91,1209.0,1100.0,1.0,Evaluate,Hard
1133,How does Magna Carta affect the global economy or environment?,History,Magna Carta,56.1,0.52,1118.0,581.0,5.0,Create,Moderate
1134,Summarize the key experimental findings related to Stem cell research.,Biology,Stem cell research,71.54,0.67,133.0,89.0,6.0,Evaluate,Medium
1135,Outline the historical development of Vectors concepts.,Mathematics,Vectors,47.97,0.51,2645.0,1348.0,10.0,Remember,Hard
1136,Evaluate the impact of Carbohydrates on society today.,Chemistry,Carbohydrates,57.04,0.6,2826.0,1695.0,13.0,Apply,Hard
1137,Summarize the key experimental findings related to Simulations.,Computer Science,Simulations,95.17,0.95,192.0,182.0,8.0,Understand,Hard
1138,Compare and contrast the primary theories of Stem cell research.,Biology,Stem cell research,71.87,0.71,1977.0,1403.0,11.0,Create,Moderate
1139,How has the understanding of Calculus evolved since the 20th century? - Perspective 707,Maths,Calculus,52.54,0.52,2861.0,1487.0,12.0,Apply,Medium
1140,What is the significance of Probability in modern Maths research? - Perspective 950,Maths,Probability,46.13,0.49,861.0,421.0,5.0,Evaluate,Moderate
1141,Propose a solution to a common challenge in Recursion.,Computer Science,Recursion,12.14,0.13,1550.0,201.0,15.0,Create,Medium
1142,What is the significance of Ion trap in modern Physics research?,Physics,Ion trap,59.34,0.56,2270.0,1271.0,6.0,Evaluate,Medium
1143,Draft a detailed overview of the mathematical foundations of Magna Carta.,History,Magna Carta,33.36,0.34,1619.0,550.0,16.0,Apply,Easy
1144,Examine the cross-disciplinary applications of Induction stoves in other fields.,Physics,Induction stoves,21.07,0.22,914.0,201.0,18.0,Remember,Moderate
1145,Identify the three most critical components of Number Systems. - Perspective 579,Maths,Number Systems,52.44,0.49,2213.0,1084.0,16.0,Apply,Moderate
1146,Discuss the ethical challenges associated with VSEPR theory.,Chemistry,VSEPR theory,42.21,0.43,2252.0,968.0,4.0,Remember,Moderate
1147,Outline the historical development of Geometry concepts.,Maths,Geometry,60.0,0.61,1699.0,1036.0,10.0,Understand,Hard
1148,Evaluate the impact of Pronouns on society today.,English,Pronouns,22.98,0.22,2201.0,484.0,14.0,Understand,Moderate
1149,What role does General Biology play in the advancement of Science technology?,Science,General Biology,22.59,0.2,583.0,116.0,17.0,Create,Hard
1150,Discuss the ethical challenges associated with Independence movements.,History,Independence movements,43.35,0.43,227.0,97.0,19.0,Remember,Medium
1151,How does Cloud Computing affect the global economy or environment?,Computer Science,Cloud Computing,68.15,0.72,259.0,186.0,9.0,Remember,Medium
1152,What is the significance of Nouns in modern English research?,English,Nouns,69.8,0.68,1504.0,1022.0,11.0,Analyze,Moderate
1153,How does Civics affect the global economy or environment?,Social Science,Civics,92.77,0.94,190.0,178.0,15.0,Apply,Moderate
1154,Discuss the ethical challenges associated with Statistics. - Perspective 375,Maths,Statistics,67.59,0.63,1562.0,984.0,10.0,Understand,Easy
1155,How has the understanding of American Civil War evolved since the 20th century?,History,American Civil War,75.84,0.76,2900.0,2204.0,5.0,Create,Moderate
1156,Summarize the key experimental findings related to Human Nervous System.,Biology,Human Nervous System,53.32,0.5,1140.0,570.0,1.0,Create,Hard
1157,How has the understanding of Vikings evolved since the 20th century?,History,Vikings,56.68,0.55,2146.0,1180.0,16.0,Remember,Medium
1158,Compare and contrast the primary theories of Constitutional Law.,Social Science,Constitutional Law,43.07,0.4,777.0,310.0,1.0,Evaluate,Hard
1159,What is the significance of Optical Fibers in modern Physics research?,Physics,Optical Fibers,29.09,0.28,1618.0,453.0,7.0,Apply,Medium
1160,Describe a real-world application of Robotic Systems in industry or daily life.,Computer Science,Robotic Systems,48.82,0.48,2937.0,1409.0,20.0,Analyze,Moderate
1161,Discuss the ethical challenges associated with Ion trap.,Physics,Ion trap,82.67,0.87,2053.0,1786.0,9.0,Analyze,Hard
1162,Identify the three most critical components of Human Circulatory System.,Biology,Human Circulatory System,54.09,0.5,2075.0,1037.0,8.0,Remember,Moderate
1163,Solve a comprehensive problem involving the core principles of Computational Thinking.,Computer Science,Computational Thinking,86.64,0.89,1870.0,1664.0,19.0,Understand,Moderate
1164,Identify the three most critical components of Coordinate Geometry.,Mathematics,Coordinate Geometry,30.97,0.28,1175.0,329.0,19.0,Evaluate,Hard
1165,Predict the future trends of Income Inequality over the next decade.,Economics,Income Inequality,52.7,0.56,1175.0,658.0,13.0,Apply,Hard
1166,Outline the historical development of Idioms concepts.,English,Idioms,78.14,0.82,1943.0,1593.0,8.0,Analyze,Medium
1167,Discuss the ethical challenges associated with Reproductive System.,Biology,Reproductive System,81.9,0.82,1761.0,1444.0,17.0,Evaluate,Easy
1168,Analyze the relationship between Reproductive System and the wider Biology field. - Perspective 726,Biology,Reproductive System,47.49,0.46,544.0,250.0,13.0,Analyze,Moderate
1169,Examine the cross-disciplinary applications of Aztec Civilization in other fields. - Perspective 255,History,Aztec Civilization,93.58,0.95,915.0,869.0,6.0,Understand,Moderate
1170,Explain the step-by-step mechanism of Total internal reflection.,Physics,Total internal reflection,82.6,0.78,2765.0,2156.0,12.0,Understand,Hard
1171,Predict the future trends of Green Chemistry over the next decade.,Chemistry,Green Chemistry,59.02,0.56,1250.0,700.0,9.0,Understand,Hard
1172,What is the significance of Mendelian genetics in modern Biology research?,Biology,Mendelian genetics,20.79,0.19,1476.0,280.0,1.0,Apply,Medium
1173,Explain the step-by-step mechanism of GDP.,Economics,GDP,28.22,0.33,891.0,294.0,19.0,Understand,Medium
1174,Critique a major study or paper regarding Social Welfare.,Social Science,Social Welfare,72.65,0.75,2875.0,2156.0,1.0,Evaluate,Hard
1175,Critique a major study or paper regarding Chemistry of Fireworks.,Chemistry,Chemistry of Fireworks,33.17,0.3,1626.0,487.0,8.0,Remember,Medium
1176,Critique a major study or paper regarding Federalism.,Social Science,Federalism,82.35,0.79,2492.0,1968.0,20.0,Remember,Medium
1177,Critique a major study or paper regarding Blockchain.,Computer Science,Blockchain,65.68,0.63,2732.0,1721.0,7.0,Analyze,Medium
1178,What are the most common misconceptions about Electromagnetism? - Perspective 491,Physics,Electromagnetism,55.9,0.56,1030.0,576.0,8.0,Analyze,Medium
1179,What is the significance of Forensics in modern Chemistry research?,Chemistry,Forensics,30.01,0.3,2017.0,605.0,20.0,Evaluate,Medium
1180,How does Cold War affect the global economy or environment?,History,Cold War,11.08,0.11,2453.0,269.0,17.0,Analyze,Hard
1181,What role does Victorian Era play in the advancement of History technology?,History,Victorian Era,57.56,0.55,2037.0,1120.0,14.0,Apply,Moderate
1182,Critique a major study or paper regarding Statistics. - Perspective 748,Maths,Statistics,84.84,0.83,120.0,99.0,8.0,Analyze,Easy
1183,What is the significance of Artificial Intelligence in modern Computer Science research?,Computer Science,Artificial Intelligence,71.22,0.69,2728.0,1882.0,3.0,Evaluate,Easy
1184,Summarize the key experimental findings related to Urban Planning.,Social Science,Urban Planning,75.1,0.79,341.0,269.0,12.0,Evaluate,Moderate
1185,Describe a real-world application of Environment in industry or daily life.,Science,Environment,82.68,0.78,1163.0,907.0,15.0,Evaluate,Hard
1186,Outline the historical development of Urban Planning concepts.,Social Science,Urban Planning,33.77,0.36,2464.0,887.0,1.0,Remember,Moderate
1187,Evaluate the impact of Simulations on society today.,Computer Science,Simulations,89.66,0.85,885.0,752.0,16.0,Understand,Easy
1188,Solve a comprehensive problem involving the core principles of Rocket car physics.,Physics,Rocket car physics,78.05,0.77,1301.0,1001.0,2.0,Create,Moderate
1189,What are the most common misconceptions about DNA structure?,Biology,DNA structure,49.03,0.52,1308.0,680.0,5.0,Remember,Moderate
1190,Critique a major study or paper regarding Organic Reactions.,Chemistry,Organic Reactions,60.01,0.57,2619.0,1492.0,11.0,Evaluate,Moderate
1191,What is the significance of VSEPR theory in modern Chemistry research?,Chemistry,VSEPR theory,92.59,0.91,595.0,541.0,15.0,Create,Easy
1192,How does Oceanography affect the global economy or environment?,Geography,Oceanography,66.65,0.69,1954.0,1348.0,11.0,Apply,Easy
1193,How does Relativity affect the global economy or environment?,Physics,Relativity,100.0,0.98,2597.0,2545.0,1.0,Remember,Hard
1194,Analyze the relationship between Sociology and the wider Social Science field.,Social Science,Sociology,15.76,0.11,1641.0,180.0,11.0,Create,Medium
1195,What are the most common misconceptions about Behavioral Economics?,Economics,Behavioral Economics,66.42,0.63,1205.0,759.0,19.0,Apply,Moderate
1196,Solve a comprehensive problem involving the core principles of Social Change.,Social Science,Social Change,20.54,0.24,349.0,83.0,15.0,Evaluate,Medium
1197,Predict the future trends of Social Institutions over the next decade.,Social Science,Social Institutions,28.17,0.3,1760.0,528.0,12.0,Apply,Easy
1198,Discuss the ethical challenges associated with Numerical analysis. - Perspective 553,Mathematics,Numerical analysis,64.39,0.67,147.0,98.0,18.0,Evaluate,Hard
1199,Evaluate the impact of Calculus on society today. - Perspective 273,Maths,Calculus,47.79,0.47,2189.0,1028.0,2.0,Apply,Medium
1200,Solve a comprehensive problem involving the core principles of Space Exploration. - Perspective 584,Science,Space Exploration,43.8,0.42,1711.0,718.0,10.0,Remember,Hard
1201,Draft a detailed overview of the mathematical foundations of Age of Discovery.,History,Age of Discovery,86.73,0.82,350.0,287.0,13.0,Create,Medium
1202,What role does Cultural Studies play in the advancement of Social Science technology?,Social Science,Cultural Studies,100.0,0.97,2854.0,2768.0,8.0,Create,Medium
1203,Critique a major study or paper regarding Scalar and Vector.,Physics,Scalar and Vector,74.15,0.72,1667.0,1200.0,3.0,Analyze,Hard
1204,Compare and contrast the primary theories of Quantum mechanics.,Physics,Quantum mechanics,98.35,0.97,1768.0,1714.0,2.0,Evaluate,Moderate
1205,How does Health and Diseases affect the global economy or environment? - Perspective 629,Science,Health and Diseases,11.06,0.13,1733.0,225.0,11.0,Evaluate,Medium
1206,How has the understanding of Human Rights evolved since the 20th century? - Perspective 469,Social Science,Human Rights,54.76,0.55,2340.0,1287.0,11.0,Remember,Easy
1207,Analyze the relationship between Pronouns and the wider English field.,English,Pronouns,29.82,0.32,680.0,217.0,16.0,Create,Easy
1208,How has the understanding of Computational Thinking evolved since the 20th century?,Computer Science,Computational Thinking,30.83,0.28,164.0,45.0,17.0,Understand,Easy
1209,How does French Revolution affect the global economy or environment?,History,French Revolution,38.92,0.41,1375.0,563.0,9.0,Remember,Easy
1210,Explain the step-by-step mechanism of First law of thermodynamics.,Chemistry,First law of thermodynamics,84.37,0.89,74.0,65.0,13.0,Create,Hard
1211,Examine the cross-disciplinary applications of Geometry in other fields. - Perspective 242,Mathematics,Geometry,74.32,0.77,388.0,298.0,15.0,Create,Hard
1212,What role does World War II play in the advancement of History technology?,History,World War II,39.84,0.44,2177.0,957.0,1.0,Understand,Easy
1213,How has the understanding of d and f Block Elements evolved since the 20th century?,Chemistry,d and f Block Elements,87.48,0.84,2122.0,1782.0,7.0,Apply,Moderate
1214,Summarize the key experimental findings related to Radio waves. - Perspective 485,Physics,Radio waves,51.99,0.53,1707.0,904.0,13.0,Create,Medium
1215,Critique a major study or paper regarding American Civil War. - Perspective 596,History,American Civil War,42.37,0.45,1193.0,536.0,5.0,Apply,Medium
1216,What are the most common misconceptions about Calculus? - Perspective 786,Maths,Calculus,11.02,0.16,223.0,35.0,10.0,Evaluate,Moderate
1217,Solve a comprehensive problem involving the core principles of Market Structures. - Perspective 464,Economics,Market Structures,69.68,0.73,1839.0,1342.0,11.0,Understand,Moderate
1218,Propose a solution to a common challenge in Biotechnology.,Biology,Biotechnology,19.38,0.2,2610.0,522.0,6.0,Understand,Medium
1219,What role does Set theory play in the advancement of Mathematics technology?,Mathematics,Set theory,89.45,0.91,2655.0,2416.0,14.0,Apply,Hard
1220,Describe a real-world application of Arrays and Pointers in industry or daily life.,Computer Science,Arrays and Pointers,33.9,0.32,2718.0,869.0,20.0,Analyze,Easy
1221,What is the significance of Elasticity in modern Physics research? - Perspective 453,Physics,Elasticity,22.78,0.2,1207.0,241.0,1.0,Evaluate,Moderate
1222,Discuss the ethical challenges associated with Object-Oriented Programming.,Computer Science,Object-Oriented Programming,30.6,0.27,187.0,50.0,14.0,Analyze,Moderate
1223,Explain the step-by-step mechanism of Total internal reflection. - Perspective 363,Physics,Total internal reflection,71.62,0.67,1538.0,1030.0,9.0,Apply,Easy
1224,Analyze the relationship between Blood and the wider Biology field.,Biology,Blood,27.3,0.29,2855.0,827.0,16.0,Create,Moderate
1225,What role does Matrices play in the advancement of Mathematics technology?,Mathematics,Matrices,65.89,0.63,2362.0,1488.0,18.0,Create,Hard
1226,Explain the step-by-step mechanism of Atomic physics.,Physics,Atomic physics,66.38,0.64,2455.0,1571.0,2.0,Apply,Medium
